"","text.X","text.text"
"2876",2876,"За неделю в Верхнеуральске родились две двойни #chelly #поздравление #двойня # http://t.co/UBlkfO7Qll"
"2877",2877,"Двоих рабочих завалило рудой при обрушении в бункере #chelly #руда #обрушение #бункер http://t.co/8l7dPMLPLb"
"2878",2878,"Daewoo Matiz протаранил Ford Focus на заснеженной дороге: есть погибшие #chelly #авария #встречка #ДТП http://t.co/mw5OXwhZxW"
"2879",2879,"Челябинец травмировал двух сотрудников ГИБДД в аварии, проехав на красный свет #chelly #травма #патрул... http://t.co/sU02mXJxhj"
"2880",2880,"21-летней разбойнице грозит 10 лет за нападение на женщину с ножом #chelly #нападение #разой http://t.co/CAf2MJGyIs"
"2881",2881,"Следователи узнали о смерти роженицы в роддоме лишь спустя 7 суток #Коркино #смерть #роддом http://t.co/MwNl7oi8M3"
"2882",2882,"Чиновники региона исполнят поручение Дмитрия Медведева по сдаче дорогих подарков государству #chelly #... http://t.co/NWC29StlSJ"
"2883",2883,"Полицейские нашли двух девочек, пропавших в Златоусте 2 дня назад #chelly #розыск #Златоуст http://t.co/8rBG9uuael"
"2884",2884,"Водитель машины, в которой разбились мать и 6-летняя дочь, скончался в больнице #chelly #смерть #авари... http://t.co/BSPwdADEYO"
"2885",2885,"В Челябинске отметят День падения метеорита #chelly #метеорит #конкурс http://t.co/asqDPzFPYE"
"2886",2886,"Пьяные покупатели избили двух полицейских в магазине #chelly #полиция #алкоголь http://t.co/N8ZmnGd8Mj"
"2887",2887,"Литовец на грузовике протаранил легковушку на трассе: есть погибшие #chelly #смерть #ДТП http://t.co/fdyxjhgL3p"
"2888",2888,"Дела житейские от 12.01.2014: http://t.co/vZfCCSMj1g на @YouTube"
"2889",2889,"Спортивная неделя! 37 выпуск от 11.01.2014: http://t.co/FjckJ8vWAZ на @YouTube"
"2890",2890,"Мать и дочь погибли в лобовой аварии на М5 #chelly #смерть #трасса http://t.co/uIlduig0mI"
"2891",2891,"прнед: http://t.co/7pe1DEKOVW на @YouTube"
"2892",2892,"Капитаном «Востока» на Матче звезд КХЛ выбран Сергей Мозякин из «Металлурга» #chelly #Мозякин #КХЛ http://t.co/3Kc5JEzUt3"
"2893",2893,"Врачи на 6 часов остановили сердце сотруднику ЧТПЗ ради спасения жизни #chelly #операция #сердце http://t.co/cGnTmcy1jz"
"2894",2894,"Представитель оргкомитета Олимпиады в Сочи открывает блог на «Первом областном» #chelly #блог #sochi20... http://t.co/vGGe57TjOp"
"2895",2895,"НА СКОЛЬКО ПРОЦЕНТОВ ГОТОВЫ ОЛИМПИЙСКИЕ ОБЪЕКТЫ? #chelly #блог #Сочи #волонтер http://t.co/w9MwODlZMW"
"2896",2896,"Сайт «Первый областной» публикует эксклюзивное видео нашумевшего мюзикла «Ое-ТВ» #chelly #ОТВ #мюзикл http://t.co/Sn2yZPp8VO"
"2897",2897,"ОРГАНИЗАТОРОВ ОЛИМПИАДЫ В СОЧИ РАСКРАСИЛИ ВО ВСЕ ЦВЕТА РАДУГИ #chelly #sochi2014 #Олимпийские_игры http://t.co/5EBKkoSe9f"
"2898",2898,"В Златоусте пропали две школьницы #chelly #розыск #Златоуст http://t.co/ArAAHHr23e"
"2899",2899,"В роддоме Коркино роженица скончалась от внутреннего кровотечения #роженица #Коркино #смерть http://t.co/IUWWPTql1w"
"2900",2900,"В Челябинской области договоры купли-продажи недвижимости будут заверять нотариусы #chelly #нотариус #... http://t.co/wr0ACxbbgC"
